"NORDEN"	"IDHOGAR"	"TMUNI"	"NHOGAR"	"EHOGAR"	"SEXO"	"EDAD"	"NACIONALIDAD"	"ESTUDIANTE"	"REGLADO"	"NOREGLADO"	"NEST"	"NEST2"	"C01"	"C02"	"C03"	"C04"	"MCL"	"C08"	"C09A"	"C10"	"C11A"	"C12"	"C13A"	"C14"	"C15A"	"C16"	"C17A"	"C18"	"C19A"	"C20"	"C21A"	"C22"	"C23A"	"C24"	"C25A"	"C26"	"C27A"	"C28A"	"C29A"	"C31A"	"C33A"	"C34A"	"DLIB"	"LIB"	"D42"	"D43"	"D44"	"D45"	"D47"	"D48"	"D50"	"D51"	"D53"	"D54"	"D56"	"D57"	"GTT"	"GTS"	"GTSR"	"GTSNR"	"GTB"	"E59"	"E60R1"	"E60R2"	"E60R3"	"E60R4"	"E60R5"	"E60R6"	"E61R1"	"E61R2"	"E61R3"	"E61R4"	"E61R5"	"E61R6"	"E61R7"	"E62R1"	"E62R2"	"E62R3"	"E62R4"	"FACTOR"
0001922	0061	1		2	2	44	1	0	0	0	0	00																																																																				1549.40661
0001923	0061	1		2	2	8	1	1	1	0	2	03	1	1	1		0	2		2		2		2		2		2		1	20	1	15	2		2							1	300	2		2		1	40	2		2		2		375	35	35		340	2	2	2	2	2	2	2												1549.40661
0001924	0061	1		2	2	11	1	1	1	1	2	03	1	1	1		0	2		2		2		2		2		2		1	35	1	15	2		2				160			1	300	2		2		1	40	2		2		2		550	210	50	160	340	2	2	2	2	2	2	2												1549.40661
0002862	0062	1		4	1	44	2	1	0	1	5	11																													720		2		2				1	50	2		2		2		770	720		720	50																			4221.613078
0002863	0062	1		4	2	43	2	1	0	1	5	11																													720		2		2				1	50	2		2		2		770	720		720	50																			4221.613078
0002864	0062	1		4	2	21	2	1	1	1	4	08	1	1	2		0	2				2												2		2			180				2		1	200			1	100	2		2		2		480	180		180	300	1														1	2	2	1	4221.613078
0002865	0062	1		4	1	14	2	1	1	0	3	04	1	1	2		0	2		1	10	2				2		2		1	550	2		2		2							1	200	1	40	2		1	80	1	200	2		2		1080	560	560		520	2	2	2	2	2	2	2												4221.613078
0001929	0063	2		1	2	62	1	0	0	0	0	00																																																																				628.777583
0001930	0063	2		1	2	30	1	1	0	1	5	11																											500			147	2		1	20			1	10	1	15	1	400	2		1092	647		647	445																			628.777583
0008511	0064	4		2	1	58	1	0	0	0	0	00																																																																				1881.113679
0008512	0064	4		2	2	55	1	0	0	0	0	00																																																																				1881.113679
0008513	0064	4		2	1	20	1	1	1	0	4	08	1	1	1		1355	2				2												2		2							2		2				2		2		2		2		1355	1355	1355			2														2	2	2	2	1881.113679
0008514	0064	4		2	1	16	1	1	1	0	3	04	2	1	1		0	2		2		2				2		2		2		1	20	1	381	2							1	207	2		2		2		2		2		2		608	401	401		207	2	2	2	2	2	2	2												1881.113679
0007487	0065	4		2	1	54	1	0	0	0	0	00																																																																				2084.374392
0007488	0065	4		2	2	52	1	0	0	0	0	00																																																																				2084.374392
0007489	0065	4		2	1	20	1	1	1	0	4	09	1	1	1		85	2				2												2		2		85					1	127	1	100			1	37	2		2		2		349	85	85		264	2														2	2	2	2	2084.374392
0007490	0065	4		2	1	18	1	1	1	0	3	05	1	1	1		85	2		2		2				2		2		1	28	1	25	1	44	1	300	85					1	41	1	97	1	112	1	60	2		2		2		792	482	482		310	2							2	2	2	2	2	2	2					2084.374392
0005723	0066	4		3	1	56	1	0	0	0	0	00																																																																				1802.579339
0005724	0066	4		3	2	53	1	1	1	0	3	07	1	1	1		90																					90					1	50	2		2		1	25	2		2		2		165	90	90		75	2							2	2	2	2	2	2	2					1802.579339
0005725	0066	4		3	2	23	1	1	1	0	4	08	1	1	3		900	2				1	7200											2		2							1	100	1	90			1	30	2		1	700	2		9020	8100	8100		920	2														2	2	2	2	1802.579339
0005726	0066	4		3	1	18	1	1	1	1	3	05	1	1	1		0	2		2		2				2		2		1	20	1	45	1	60	2			520		280		1	170	1	30	2		1	25	2		1	600	2		1750	925	125	800	825	2							2	2	2	2	2	2	2					1802.579339
0007491	0067	4		2	2	58	1	0	0	0	0	00																																																																				2511.699219
0007492	0067	4		2	1	22	1	1	1	0	4	08	1	1	2		380	2				2												2		2							1	50	1	50			2		2		1	850	2		1330	380	380		950	1														2	1	2	2	2511.699219
0007493	0067	4		2	2	25	1	1	1	1	4	08	3	2	1		300	2				2												2		2			900				2		2				2		2		2		2		1200	1200	300	900		2														2	2	2	2	2511.699219
0007494	0067	4		2	1	58	1	0	0	0	0	00																																																																				2511.699219
0006763	0068	4		2	2	51	1	1	1	0	3	07	1	1	1		90																					90					1	68	2				1	10	2		2		2		168	90	90		78	2							2	2	2	2	2	2	2					3421.567887
0006764	0068	4		2	1	66	2	1	1	0	3	07	1	1	1		117																					117					1	42	2				1	20	2		2		2		179	117	117		62	2							2	2	2	2	2	2	2					3421.567887
0007497	0069	2		2	1	47	1	0	0	0	0	00																																																																				1400.258582
0007498	0069	2		2	2	39	1	0	0	0	0	00																																																																				1400.258582
0007499	0069	2		2	2	13	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	74	1	20	2		1	560						1	50	1	15	1	150	1	50	1	350	2		1	30	1299	654	654		645	2	2	2	2	2	2	2												1400.258582
0007500	0069	2		2	2	7	1	1	1	0	2	03	1	1	1		0	1	84	2		2		2		2		2		1	90	1	25	2		1	315						2		2		1	60	1	60	1	150	2		1	10	794	514	514		280	2	2	2	2	2	2	2												1400.258582
0009416	0070	2		1	1	46	1	0	0	0	0	00																																																																				2285.030011
0009417	0070	2		1	1	7	1	1	1	0	2	03	1	1	1		0	1	950	2		2		2		2		1	300	1	50	1	50	2		2							2		2		2		2		2		2		2		1350	1350	1350			2	2	2	2	2	2	2												2285.030011
0009418	0070	2		1	2	47	1	0	0	0	0	00																																																																				2285.030011
0007501	0071	2		2	2	52	1	0	0	0	0	00																																																																				1941.033842
0007502	0071	2		2	1	55	1	1	0	1	5	11																													40		1	50	2				1	10	2		2		2		100	40		40	60																			1941.033842
0007503	0071	2		2	2	22	1	1	1	1	4	09	3	2	2		1800	2				2												2		2					50		1	0	2				1	10	2		1	500	2		2360	1850	1800	50	510	2														2	2	2	2	1941.033842
0006765	0072	1		1	1	66	1	0	0	0	0	00																																																																				2230.511606
0006766	0072	1		1	2	65	1	0	0	0	0	00																																																																				2230.511606
0006767	0072	1		1	2	24	1	1	0	1	5	11																															2		2				2		2		2		2																									2230.511606
0006768	0072	1		1	1	23	1	0	0	0	0	00																																																																				2230.511606
0008515	0073	1		2	2	51	1	0	0	0	0	00																																																																				1367.57933
0008516	0073	1		2	1	55	1	0	0	0	0	00																																																																				1367.57933
0008517	0073	1		2	1	18	1	1	1	1	3	05	1	1	1		0	2		2		2				2		1	45	1	60	1	10	2		1	900		540				1	50	2		1	50	1	80	2		1	600	1	30	2365	1555	1015	540	810	2							2	2	2	2	2	2	2					1367.57933
0008518	0073	1		2	2	14	1	1	1	1	3	04	1	1	1		0	2		2		2				2		2		1	150	1	10	2		2			540	135			1	90	2		1	150	1	100	2		2		2		1175	835	160	675	340	2	2	2	2	2	2	2												1367.57933
0009419	0074	1		1	1	33	1	0	0	0	0	00																																																																				4069.147072
0009420	0074	1		1	2	35	1	1	0	1	5	11																															1	190	1	40			1	36	1	102	1	600	2		968				968																			4069.147072
0007504	0075	2		2	1	52	1	0	0	0	0	00																																																																				1505.112066
0007505	0075	2		2	2	54	1	0	0	0	0	00																																																																				1505.112066
0007506	0075	2		2	2	21	1	1	1	0	4	08	1	1	3		0	2				1	2915											2		2							1	70	1	60			1	170	2		2		2		3215	2915	2915		300	1														1	2	2	2	1505.112066
0007507	0075	2		2	2	21	1	1	1	0	4	08	1	1	3		0	2				1	1700											2		2							1	50	1	30			1	30	2		2		2		1810	1700	1700		110	1														1	2	2	2	1505.112066
0008521	0076	2		3	1	53	1	0	0	0	0	00																																																																				6560.472696
0008522	0076	2		3	2	50	1	0	0	0	0	00																																																																				6560.472696
0008523	0076	2		3	1	21	1	1	1	0	4	08	3	1	3		5500	2				1	4200											2		2							1	50	1	50			1	60	2		2		2		9860	9700	9700		160	2														2	2	2	2	6560.472696
0008524	0076	2		3	2	16	1	1	1	1	3	04	2	1	1		0	1	800	2		2				2		2		1	60	1	20	2		2			480				1	130	1	30	2		1	60	2		2		2		1580	1360	880	480	220	2	2	2	2	2	2	2												6560.472696
0008525	0076	2		3	2	16	1	1	1	0	3	04	2	1	1		0	1	800	2		2				2		2		2		1	20	2		2							1	120	1	30	2		1	55	2		2		2		1025	820	820		205	2	2	2	2	2	2	2												6560.472696
0007508	0077	2		1	2	48	1	0	0	0	0	00																																																																				2321.986359
0007509	0077	2		1	1	47	1	0	0	0	0	00																																																																				2321.986359
0007510	0077	2		1	2	23	1	0	0	0	0	00																																																																				2321.986359
0007511	0077	2		1	1	21	1	1	1	0	4	09	1	1	1		0	2				2												2		2							1	246	2				1	43	2		2		2		289				289	2														2	2	2	2	2321.986359
0006771	0078	2		1	2	32	1	1	0	1	5	11																														170	2		1	10			2		2		1	170	2		350	170		170	180																			1808.090476
0006772	0079	4		2	1	57	1	0	0	0	0	00																																																																				1461.398113
0006773	0079	4		2	2	54	1	0	0	0	0	00																																																																				1461.398113
0006774	0079	4		2	1	17	1	1	1	0	3	05	1	1	1		0	2		2		2				2		2		1	59	1	30	2		1	560						1	70	1	60	2		1	25	2		2		2		804	649	649		155	1							1	2	2	2	2	1	2					1461.398113
0006775	0079	4		2	1	13	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	56	1	20	2		1	250						1	30	2		2		1	40	2		2		2		396	326	326		70	1	2	2	2	1	2	2												1461.398113
0007512	0080	4		2	2	41	1	0	0	0	0	00																																																																				1820.36234
0007513	0080	4		2	1	45	1	0	0	0	0	00																																																																				1820.36234
0007514	0080	4		2	1	10	1	1	1	0	2	03	2	1	1		0	1	1026	2		2		2		1	270	2		1	50	1	35	2		1	450						1	370	1	50	1	200	1	25	2		2		2		2476	1831	1831		645	1	2	2	2	2	1	2												1820.36234
0007515	0080	4		2	1	8	1	1	1	0	2	03	2	1	1		0	1	1026	2		2		2		1	270	1	225	1	50	1	35	2		1	360						1	230	1	50	1	200	1	25	2		2		2		2471	1966	1966		505	2	2	2	2	2	2	2												1820.36234
0006776	0081	4		2	2	43	1	0	0	0	0	00																																																																				1423.225548
0006777	0081	4		2	1	16	1	1	1	0	3	04	2	1	1		0	2		2		2				2		2		1	280	1	30	1	1845	1	990						1	58	1	30	1	80	1	160	2		2		1	50	3523	3145	3145		378	2	2	2	2	2	2	2												1423.225548
0006778	0081	4		2	2	10	1	1	1	1	2	03	2	1	1		0	1	1000	2		2		2		2		2		1	45	1	30	1	35	2			320				1	297	1	67	1	92	1	14	2		2		2		1900	1430	1110	320	470	2	2	2	2	2	2	2												1423.225548
0006779	0082	4		1	2	63	1	0	0	0	0	00																																																																				2051.63028
0006780	0082	4		1	1	64	1	0	0	0	0	00																																																																				2051.63028
0006781	0082	4		1	2	31	1	1	0	1	5	11																													1500		1	600	1	80			1	40	2		1	200	2		2420	1500		1500	920																			2051.63028
0008526	0083	4		3	2	43	1	1	0	1	5	11																															1	91	2				2		2		2		2		91				91																			1887.021415
0008527	0083	4		3	1	50	1	0	0	0	0	00																																																																				1887.021415
0008528	0083	4		3	1	13	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		1	30	1	50	2		2							1	90	1	10	1	50	1	90	1	100	1	1000	2		1420	80	80		1340	1	2	2	2	1	2	2												1887.021415
0008529	0083	4		3	1	10	1	1	1	0	2	03	1	1	1		0	1	850	2		2		1	400	2		1	450	1	50	1	25	2		2							1	0	2		1	50	1	50	1	50	1	150	2		2075	1775	1775		300	1	2	2	2	1	2	2												1887.021415
0006785	0084	2		1	2	52	1	0	0	0	0	00																																																																				2422.979247
0006786	0084	2		1	1	61	1	0	0	0	0	00																																																																				2422.979247
0006787	0084	2		1	2	17	1	1	1	1	3	05	2	1	1		0	2		2		2				2		2		1	450	1	30	2		2			180	135			2		1	10	2		1	20	2		2		2		825	795	480	315	30	2							2	2	2	2	2	2	2					2422.979247
0007516	0085	2		1	2	41	1	0	0	0	0	00																																																																				1516.119042
0007517	0085	2		1	2	12	1	1	1	0	2	03	1	1	1		0	1	850	2		2		1	350	2		1	240	1	600	1	30	2		2							1	60	1	30	1	150	1	200	2		2		2		2510	2070	2070		440	2	2	2	2	2	2	2												1516.119042
0008530	0086	2		1	1	56	1	0	0	0	0	00																																																																				1960.987248
0008531	0086	2		1	2	45	1	0	0	0	0	00																																																																				1960.987248
0008532	0086	2		1	1	18	1	1	1	0	3	06	1	1	1		0	2		2		2				2		1	450	2		2		2		2							1	100	2		1	80	2		2		2		2		630	450	450		180	2							2	2	2	2	2	2	2					1960.987248
0008533	0087	3		2	2	54	1	0	0	0	0	00																																																																				1973.901316
0008534	0087	3		2	1	57	1	0	0	0	0	00																																																																				1973.901316
0008535	0087	3		2	2	23	1	1	1	1	4	09	1	1	2		0	2				2												2		2					1617		2		2				2		2		2		2		1617	1617		1617		1														1	2	2	2	1973.901316
0008536	0087	3		2	1	19	1	1	1	0	3	06	1	1	2		0	2		2		2				2		2		2		2		2		2							2		2		2		2		2		2		2							2							2	2	2	2	2	2	2					1973.901316
0006788	0088	3		2	2	64	1	1	0	1	5	11																												360			2		2				1	15	2		2		2		375	360		360	15																			3791.22547
0006789	0088	3		2	1	26	1	1	1	0	3	06	1	1	1		0	2		2		2				2		2		2		2		2		2							2		2		2		2		2		2		2							2							2	2	2	2	2	2	2					3791.22547
0007518	0089	3		1	1	54	1	0	0	0	0	00																																																																				2100.961249
0007519	0089	3		1	2	53	1	0	0	0	0	00																																																																				2100.961249
0007520	0089	3		1	2	24	1	0	0	0	0	00																																																																				2100.961249
0007521	0089	3		1	1	19	1	1	1	1	4	08	1	1	1		565	2				2												2		2				500			1	30	1	40			1	50	1	180	2		2		1365	1065	565	500	300	1														1	2	2	2	2100.961249
0005733	0090	4		3	1	52	1	0	0	0	0	00																																																																				1559.164672
0005734	0090	4		3	2	49	1	1	0	1	5	11																											600		1002		1	1000	1	60			1	50	2		2		2		2712	1602		1602	1110																			1559.164672
0005735	0090	4		3	1	21	1	1	1	0	4	09	1	1	2		0	2				2												1	70	2							2		1	50			1	40	2		2		2		160	70	70		90	2														2	2	2	2	1559.164672
0005736	0090	4		3	2	14	1	1	1	1	3	04	2	1	1		0	1	1620	2		2				2		2		1	100	1	50	1	1220	2			900				1	300	1	150	1	400	1	200	2		2		2		4940	3890	2990	900	1050	2	2	2	2	2	2	2												1559.164672
0007527	0091	4		1	2	55	1	1	0	1	5	11																														280	2		2				2		2		2		2		280	280		280																				1928.785642
0007528	0091	4		1	1	20	1	0	0	0	0	00																																																																				1928.785642
0007529	0092	4		3	2	56	1	1	1	0	3	07	1	1	1		85																					85					1	58	2				1	20	2		2		2		163	85	85		78	2							2	2	2	2	2	2	2					2216.351052
0007530	0092	4		3	1	24	1	1	1	0	4	08	1	1	1		423	2				2												2		2		85					1	58	2				1	25	2		2		2		506	423	423		83	2														2	2	2	2	2216.351052
0007531	0092	4		3	1	59	1	1	1	0	3	07	1	1	1		85																					85					1	116	2				2		1	15	2		2		216	85	85		131	2							2	2	2	2	2	2	2					2216.351052
0008537	0093	4		2	1	59	1	0	0	0	0	00																																																																				1497.148473
0008538	0093	4		2	2	24	1	1	0	1	5	11																											240		2596	600	1	80	2				2		2		2		1	90	3606	3436		3436	170																			1497.148473
0008539	0093	4		2	2	21	1	1	1	0	4	08	1	1	1		1300	2				2												2		2							2		1	30			1	40	2		2		1	30	1400	1300	1300		100	1														2	2	1	2	1497.148473
0008540	0093	4		2	2	57	1	0	0	0	0	00																																																																				1497.148473
0008541	0094	4		2	2	49	1	0	0	0	0	00																																																																				1888.103973
0008542	0094	4		2	1	51	1	0	0	0	0	00																																																																				1888.103973
0008543	0094	4		2	2	18	1	1	1	1	3	05	1	1	1		0	2		2		2				2		2		1	800	1	20	2		1	540		405				1	50	2		2		1	150	2		2		2		1965	1765	1360	405	200	2							2	2	2	2	2	2	2					1888.103973
0008544	0094	4		2	1	14	1	1	1	1	3	04	1	1	1		0	2		2		2				2		1	0	1	90	1	20	2		2			405				1	90	1	5	2		1	60	2		2		1	40	710	515	110	405	195	2	2	2	2	2	2	2												1888.103973
0007535	0095	4		1	2	52	1	0	0	0	0	00																																																																				1392.107889
0007536	0095	4		1	1	54	1	0	0	0	0	00																																																																				1392.107889
0007537	0095	4		1	1	16	1	1	1	0	3	04	1	1	1		0	2		2		2				2		2		2		2		2		2							2		2		2		1	9	2		2		2						9	1	2	2	2	1	2	2												1392.107889
0007538	0096	4		2	2	54	1	0	0	0	0	00																																																																				2055.678803
0007539	0096	4		2	1	54	1	0	0	0	0	00																																																																				2055.678803
